Response Id,You regularly make new friends.,You spend a lot of your free time exploring various random topics that pique your interest,Seeing other people cry can easily make you feel like you want to cry too,You often make a backup plan for a backup plan.,"You usually stay calm, even under a lot of pressure","At social events, you rarely try to introduce yourself to new people and mostly talk to the ones you already know",You prefer to completely finish one project before starting another.,You are very sentimental.,You like to use organizing tools like schedules and lists.,Even a small mistake can cause you to doubt your overall abilities and knowledge.,You feel comfortable just walking up to someone you find interesting and striking up a conversation.,You are not too interested in discussing various interpretations and analyses of creative works.,You are more inclined to follow your head than your heart.,You usually prefer just doing what you feel like at any given moment instead of planning a particular daily routine.,You rarely worry about whether you make a good impression on people you meet.,You enjoy participating in group activities.,You like books and movies that make you come up with your own interpretation of the ending.,Your happiness comes more from helping others accomplish things than your own accomplishments.,You are interested in so many things that you find it difficult to choose what to try next.,You are prone to worrying that things will take a turn for the worse.,You avoid leadership roles in group settings.,You are definitely not an artistic type of person.,You think the world would be a better place if people relied more on rationality and less on their feelings.,You prefer to do your chores before allowing yourself to relax.,You enjoy watching people argue.,You tend to avoid drawing attention to yourself.,Your mood can change very quickly.,You lose patience with people who are not as efficient as you.,You often end up doing things at the last possible moment.,"You have always been fascinated by the question of what, if anything, happens after death.",You usually prefer to be around others rather than on your own.,You become bored or lose interest when the discussion gets highly theoretical.,You find it easy to empathize with a person whose experiences are very different from yours.,You usually postpone finalizing decisions for as long as possible.,You rarely second-guess the choices that you have made.,"After a long and exhausting week, a lively social event is just what you need.",You enjoy going to art museums.,You often have a hard time understanding other people’s feelings.,You like to have a to-do list for each day.,You rarely feel insecure.,You avoid making phone calls.,You often spend a lot of time trying to understand views that are very different from your own.,"In your social circle, you are often the one who contacts your friends and initiates activities.","If your plans are interrupted, your top priority is to get back on track as soon as possible.",You are still bothered by mistakes that you made a long time ago.,You rarely contemplate the reasons for human existence or the meaning of life.,Your emotions control you more than you control them.,"You take great care not to make people look bad, even when it is completely their fault.",Your personal work style is closer to spontaneous bursts of energy than organized and consistent efforts.,"When someone thinks highly of you, you wonder how long it will take them to feel disappointed in you.",You would love a job that requires you to work alone most of the time.,You believe that pondering abstract philosophical questions is a waste of time.,"You feel more drawn to places with busy, bustling atmospheres than quiet, intimate places.",You know at first glance how someone is feeling.,You often feel overwhelmed.,You complete things methodically without skipping over any steps.,You are very intrigued by things labeled as controversial.,You would pass along a good opportunity if you thought someone else needed it more.,You struggle with deadlines.,You feel confident that things will work out for you.,Personality
41948,0,1,1,-2,-1,0,-1,0,1,0,-3,-1,3,0,-2,2,-1,0,-1,0,0,2,0,0,1,-1,0,0,-2,0,0,0,-2,0,-1,-2,1,-2,-1,2,-1,-2,-1,3,-1,0,-2,0,3,0,0,0,0,0,-2,1,0,-1,1,2,INFP
46159,0,0,-2,0,1,3,-3,-1,0,0,-1,-2,-1,-2,-3,-2,1,1,2,-1,0,-2,0,0,1,1,0,0,-3,0,-2,0,0,0,-3,3,-1,-1,2,1,-1,3,0,1,-1,0,0,-1,0,0,0,0,1,0,2,0,0,2,2,-2,ENTP
47466,0,-1,-1,0,2,2,-3,0,1,0,0,2,0,0,1,-2,2,3,1,1,0,2,0,0,1,1,0,0,-1,0,-2,0,-2,0,-3,2,1,-1,1,-3,-2,-3,0,1,-1,0,-1,0,-1,0,0,0,-1,0,-1,0,0,-2,-3,0,ISFP
34295,0,0,-1,0,-1,-2,-1,0,-3,0,0,-1,1,-1,-2,1,1,1,1,2,-1,1,0,0,-2,-2,-1,0,-1,2,1,0,2,0,0,0,-2,-1,1,1,-2,3,2,2,-1,0,-3,0,0,0,0,0,-2,0,1,0,0,0,-1,-2,ENFJ
53084,0,0,-1,2,3,0,0,0,-1,0,0,-1,0,1,1,1,1,2,-1,1,0,1,0,0,0,-2,1,1,-1,2,-1,0,-1,0,3,2,-1,-2,-1,0,-1,-2,1,0,2,0,-2,0,1,1,0,0,-2,0,-2,0,0,0,2,0,ENFP
34458,0,0,0,3,-2,2,-1,0,-2,0,-1,0,0,-1,2,-2,-1,1,2,-1,0,2,0,1,1,0,0,-1,-2,-1,0,0,1,0,0,1,-1,-3,1,-2,1,-1,2,2,-2,0,-1,0,2,0,0,0,1,0,-2,0,0,1,1,-3,ENFP
57012,0,1,-1,2,-2,-1,-1,0,-1,-1,-2,-1,2,2,-2,-1,-2,-2,-1,1,0,2,0,1,-2,1,-2,0,-3,0,2,-1,2,0,1,-1,0,0,0,-2,-1,0,1,1,0,0,-2,0,-1,0,0,0,-1,0,2,0,-1,-2,0,1,ENFJ
6438,0,0,0,0,1,2,0,0,-1,0,-2,0,0,-3,-2,-1,-1,0,1,-2,0,2,0,0,1,1,-1,-1,2,-2,-1,0,0,0,-1,2,2,0,1,0,1,-1,2,-1,-2,0,0,0,1,0,0,0,3,0,-3,0,1,-3,-2,-1,ENTJ
38841,0,0,-1,-1,0,2,-1,0,-2,0,-2,-1,0,-1,-1,-2,2,-2,-1,-3,1,-2,0,0,1,2,1,1,2,1,1,1,1,0,-2,-1,1,-1,1,-1,0,-1,1,0,1,0,1,0,-1,0,0,0,-1,0,2,0,0,-2,-1,-1,INFP
47226,0,0,2,-2,0,2,-2,0,1,0,0,-3,-1,-1,3,1,2,1,0,-1,0,0,0,0,-1,0,1,0,1,0,0,0,-2,0,2,2,0,3,0,0,1,-1,3,1,-1,-1,-2,0,0,-1,0,0,0,0,1,0,0,0,-2,1,ISTJ
24989,1,1,1,2,0,1,-1,0,-1,0,0,1,-2,2,2,0,0,-2,-2,-2,0,0,-1,0,0,1,2,0,3,1,2,0,-2,-1,1,0,0,0,-1,-2,3,1,1,2,-2,0,2,0,1,0,0,0,-1,0,2,0,0,0,-2,0,INTP
25449,0,0,0,0,-1,-1,-1,1,2,0,-2,1,-2,-1,-1,1,-3,1,1,0,0,1,0,0,-2,0,1,0,1,1,-1,0,-2,0,2,1,-2,1,1,-1,1,0,0,1,0,0,2,0,2,0,1,0,-1,0,2,0,0,-2,0,-1,INTJ
8470,0,0,2,1,1,0,0,0,-2,0,3,0,-1,1,-1,-1,-2,0,0,1,0,-1,0,0,-2,1,-3,0,3,0,2,0,-1,1,0,1,-1,0,1,-2,1,1,-1,0,-2,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,ESFJ
2742,0,0,2,1,0,-1,-1,0,3,0,2,1,1,0,2,-1,1,1,2,-1,0,3,0,0,0,-3,-2,0,1,-2,-1,0,-2,0,-1,-1,2,1,0,2,2,-1,-1,2,1,0,-1,0,1,0,0,-1,1,0,2,0,0,-2,1,1,ISTJ
6694,0,-1,-1,2,0,0,1,-1,1,0,-2,-1,1,-2,-2,0,1,3,2,2,0,1,1,0,1,-1,-2,0,1,1,-1,0,-1,-1,2,1,3,2,-1,-1,-3,1,1,-3,0,0,-1,0,-1,0,0,0,1,0,1,0,0,1,2,1,ISFJ
4283,0,0,0,1,3,1,-1,0,3,0,0,1,-1,-3,1,2,1,-2,-1,1,0,-2,0,0,0,3,-2,0,2,1,0,0,-2,0,-1,-2,0,-3,1,-3,3,-1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,-1,1,-2,-1,ISTJ
50670,0,0,-3,-2,-1,-1,-1,0,0,0,-3,-2,0,-2,-1,-2,1,3,0,-2,0,-1,0,0,-2,3,-1,0,3,-2,2,0,3,0,-1,2,3,-2,2,0,3,2,-3,0,-1,0,1,0,0,0,0,0,0,0,1,0,0,2,3,2,ENTJ
2699,0,0,-2,0,0,-1,2,0,-3,0,1,0,0,1,0,2,-2,-1,0,0,0,1,0,0,2,1,-2,0,-1,2,-2,0,-1,0,3,2,-1,0,1,-2,-2,1,3,-1,-3,0,0,0,0,-1,0,0,-1,0,-1,-1,0,0,2,2,ESFP
23247,0,0,-2,0,1,0,-3,0,-2,-1,0,0,-2,1,-3,-3,1,1,3,1,0,2,-1,0,-3,-1,-2,0,-1,2,-1,0,0,0,0,1,1,0,-1,-2,3,-1,-2,-3,-2,0,0,0,-3,-1,0,0,-1,0,-3,0,0,-2,1,-1,ESTJ
48412,0,0,0,2,0,-1,-1,0,1,0,-3,-1,0,1,-2,1,-2,-2,-2,2,0,-2,0,0,-1,1,1,-1,1,1,0,0,-1,1,1,0,-3,3,2,-1,0,2,1,-1,-2,0,1,0,0,0,0,0,1,0,-1,0,0,1,-3,3,ESFP
14165,0,1,2,0,0,-1,2,0,-1,0,0,0,0,0,0,-2,0,3,-2,1,0,0,0,0,1,1,-2,0,2,0,-1,-1,-1,0,1,-1,2,1,2,1,-2,0,-1,1,2,0,0,1,-3,0,0,1,-1,1,0,0,0,-2,-2,3,ENFJ
58850,0,0,-1,-2,-1,-3,-1,-1,1,0,-1,-2,2,-1,-1,3,-1,0,0,0,0,-1,0,0,-1,1,2,0,1,0,-1,0,-1,0,1,0,0,-1,3,1,-1,-2,1,1,-1,0,1,0,1,0,0,0,2,0,3,0,0,2,1,0,INTP
36457,0,0,3,-2,0,-2,3,0,-1,0,0,-2,3,-2,2,-2,3,2,0,-1,0,2,0,0,-3,2,-2,0,-3,1,-3,-1,-2,0,1,1,2,1,0,0,1,-2,-2,2,1,0,-2,0,-2,1,0,0,1,0,2,0,0,-1,-2,1,ISTJ
24103,-1,0,-2,-2,-2,2,0,-1,0,0,1,1,3,0,-1,3,1,-2,-1,-1,0,0,0,-1,-1,0,1,0,-1,-1,0,-1,0,0,0,-3,0,-1,0,2,0,-2,2,2,-1,-1,1,0,1,0,0,0,-1,0,1,0,0,0,1,0,ESTJ
24117,0,0,1,-2,1,0,-2,0,1,0,0,1,1,0,2,1,-1,-1,-3,-1,0,-1,0,1,-2,-2,-1,0,0,-1,-1,0,2,0,3,-2,0,1,-2,-3,-2,3,1,1,1,0,0,0,2,0,0,0,-1,0,2,0,0,0,1,0,INFJ
59608,0,0,1,0,0,1,3,0,1,0,2,2,-1,3,0,2,1,-1,1,-1,0,3,0,0,2,-1,0,0,1,-1,-2,0,-1,0,-1,2,2,0,-2,1,2,1,-1,-2,2,0,-2,0,1,1,-1,0,0,0,-1,1,0,1,0,-2,INFJ
1870,-1,-1,-1,0,1,-2,0,0,-2,0,-1,-2,0,1,0,-2,1,0,-3,2,0,0,0,0,1,0,2,0,0,-1,-1,0,1,0,-1,-2,2,-2,-1,2,1,1,1,-2,2,0,0,0,-1,-1,1,0,2,-1,1,0,0,1,-1,-2,ESTP
27853,0,1,0,0,0,-1,3,0,1,0,2,-2,1,-1,2,-1,-1,0,1,-2,0,2,-1,0,0,-2,-3,0,1,-1,-3,0,0,0,-2,-2,2,0,2,3,2,0,-1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,-1,2,2,ISTJ
30388,1,0,-2,3,-1,0,0,0,2,0,0,0,-1,1,-1,2,-2,-2,-1,1,0,-1,0,0,-2,2,-2,0,0,1,-2,0,-2,0,-1,-3,-1,2,1,1,0,2,2,-2,-1,0,-2,0,1,0,0,0,2,0,0,-1,0,2,-1,1,ESFP
13078,0,0,2,1,0,-1,-1,0,0,0,1,-2,1,1,1,0,1,-2,1,-1,-1,1,0,0,-1,-1,2,0,1,1,3,0,-1,1,1,-2,1,-2,1,1,1,1,0,0,-1,0,0,0,1,0,0,1,1,0,1,-1,0,2,-2,1,INTP
59147,0,0,2,-1,1,2,0,0,2,0,-1,-2,1,-1,1,1,-2,2,1,1,0,-1,0,0,-1,-2,-1,0,1,-2,0,0,-3,0,-1,-1,-1,2,1,2,0,-2,1,-1,-2,-1,0,0,1,0,1,0,0,0,2,0,0,-1,-2,2,ISTP
14177,0,0,0,-3,0,1,0,0,1,0,-2,-1,1,1,1,0,3,2,1,-1,0,0,0,-1,-2,1,1,0,-1,1,-1,0,0,0,-2,3,-1,2,3,-2,1,-1,1,2,0,0,2,0,-1,0,-1,0,-3,0,0,0,0,2,0,0,ENTJ
10859,0,0,2,-2,1,0,0,0,0,0,2,-2,-1,-1,0,-2,1,-1,3,-1,0,-1,0,1,1,1,-1,0,0,0,3,0,0,0,3,-3,-1,0,-1,-1,3,2,0,0,2,0,1,0,-1,0,0,0,1,0,1,0,0,-1,2,-2,ESTP
31350,0,1,1,-2,-1,-2,-1,0,0,0,-1,-2,-2,-1,-1,3,-2,-1,0,0,0,3,0,0,-3,2,2,1,2,1,-2,0,0,0,0,0,1,3,1,2,2,2,-1,2,1,0,1,0,0,0,0,0,0,1,1,0,0,-2,-1,-2,INTJ
23855,1,1,-1,-3,-2,-2,0,0,1,-1,-2,-1,1,0,-3,1,0,-1,0,0,0,1,0,-1,1,3,0,0,1,2,-2,0,-2,0,-1,0,-2,-1,0,1,-1,3,-2,0,2,1,2,0,3,0,0,0,-3,1,1,0,0,-2,1,-2,INTJ
48309,0,-1,0,-2,0,0,1,0,-1,0,0,-2,2,-1,0,-2,0,0,-2,1,0,2,0,0,0,1,-1,0,1,1,1,0,0,0,-1,-2,0,0,2,-2,0,0,1,0,2,0,2,0,-1,-1,0,0,-2,0,0,0,0,-2,-2,-2,INFP
1541,0,0,-2,-2,1,1,2,0,3,0,-3,-1,3,-3,-3,0,0,1,0,-2,0,2,0,0,0,2,3,0,2,-2,0,-1,2,0,0,1,3,1,2,-1,2,-3,0,0,-2,0,2,1,1,0,0,0,1,0,1,0,0,1,1,0,ENTJ
25990,0,1,0,1,-3,-1,1,0,2,0,1,-1,0,-2,0,0,2,0,-2,2,0,0,0,0,-1,-3,-2,1,1,1,1,0,0,-1,-3,-1,2,-1,0,2,2,-2,0,0,-2,0,-1,0,-3,0,0,0,2,0,1,0,0,0,2,3,INFJ
20280,0,0,2,-2,1,1,1,0,3,0,0,0,-1,-1,1,0,0,1,0,-2,0,0,0,0,-2,-1,-1,0,1,1,0,0,0,0,0,2,-1,-1,1,0,0,-2,1,-1,-1,0,-2,0,0,0,0,0,0,0,-1,0,1,2,0,-1,ISTJ
47970,0,0,1,-1,2,1,3,0,1,0,-3,1,1,-3,-1,0,-1,-1,-1,-1,0,-2,0,0,1,0,-2,0,2,-2,-2,-1,0,1,-1,-1,0,3,2,0,-1,-1,0,0,2,0,0,0,1,1,0,-1,-1,0,3,0,0,0,-1,0,ISTP
28531,-1,0,0,-1,-1,2,-1,0,1,0,0,0,0,0,1,-2,-3,-2,-1,-2,0,-2,0,0,-1,-1,1,0,-1,2,2,0,1,0,-1,1,-3,1,-2,0,0,-3,1,1,3,0,2,0,0,0,1,0,0,0,2,0,-1,-2,0,0,ESTP
17765,0,0,1,2,0,1,1,0,1,0,0,-1,2,-1,-1,-2,-2,1,1,0,-1,2,-1,-1,0,2,-2,0,-1,0,0,0,0,0,1,1,0,-2,1,-2,1,1,2,-1,-2,0,-1,0,1,0,0,0,-1,0,-1,0,0,-1,0,-1,ISFJ
56591,0,0,-3,-1,0,-1,-1,0,1,0,0,-2,-1,1,2,-2,-1,1,1,1,0,0,0,0,-1,1,-1,0,1,0,1,0,1,0,2,-3,-2,0,1,-3,-1,-1,0,0,-2,0,0,0,-2,0,0,0,0,0,2,0,-1,0,-1,-3,ENFJ
34251,0,0,-1,1,-2,0,2,0,1,0,-1,-2,1,1,-3,-2,-1,0,-1,1,0,3,0,0,1,0,-1,0,1,0,0,0,0,0,3,0,-1,-1,-1,1,-1,-1,2,-3,0,0,0,0,2,0,1,0,1,0,3,0,0,-2,0,1,ISFJ
42119,0,0,2,1,-1,1,0,0,1,0,-2,2,0,-1,-1,3,0,-1,-2,2,0,1,-1,0,0,-2,1,0,0,-1,2,0,-3,0,0,-3,-1,-2,2,-1,-2,0,-2,-1,-1,0,0,1,2,0,0,0,-2,0,-3,0,0,-1,0,0,INFP
24622,0,0,-1,-3,2,0,1,0,0,0,1,2,1,-2,-1,1,2,1,1,-2,0,2,0,0,3,2,1,0,2,-2,-1,0,0,0,1,2,0,-1,1,0,0,-3,1,-2,0,0,1,0,1,0,0,0,3,0,0,0,1,-2,0,-1,ENTJ
53856,1,0,-2,-2,-1,-1,-2,-1,2,0,0,-2,2,-1,1,2,0,-2,-1,0,0,2,0,0,0,2,2,0,-1,1,-2,0,0,0,1,0,1,0,3,-1,0,0,-2,3,-3,0,-3,0,0,0,0,0,1,0,2,0,0,0,-2,2,INTP
15702,0,0,0,1,0,1,-1,0,-1,0,0,3,-1,-2,-1,-1,1,0,0,-2,0,1,-1,-1,0,0,1,0,-3,-3,-1,0,-2,0,-2,2,-1,1,0,-2,3,-2,0,-3,-3,-1,0,0,-2,0,-1,0,0,0,0,0,0,-2,2,1,ESTJ
39105,0,0,0,-2,0,1,0,0,0,0,1,1,2,-1,0,2,1,1,0,0,1,2,-1,0,-2,-3,2,1,0,-2,0,0,-1,0,0,0,-1,-1,-2,0,-2,-2,1,2,0,0,0,0,-1,0,0,0,-3,0,-3,0,0,-1,2,1,INFP
14893,0,0,0,-2,0,1,-1,0,0,0,-1,3,-2,-2,2,1,-1,0,0,2,0,1,0,0,0,0,0,0,-3,0,-1,0,2,0,-1,-2,1,1,2,1,-2,-1,2,-1,1,0,1,0,1,0,0,0,2,0,1,0,0,1,-1,0,ESFJ
4721,0,0,-2,-1,-1,0,-2,0,2,0,0,-1,-2,1,0,-1,-1,0,-1,0,0,1,1,0,1,0,1,0,-1,-2,-1,0,-1,0,0,2,0,2,0,0,1,0,-1,-1,1,0,2,0,1,0,-1,0,-1,0,1,0,0,0,-2,1,ISFP
9103,-1,1,1,-1,0,1,2,0,-2,0,2,1,1,2,-2,0,1,-1,0,0,0,1,0,0,-1,-3,-1,0,-2,-1,0,0,-2,0,2,-2,1,1,3,1,0,1,2,1,-1,0,-2,0,-2,0,0,0,-2,0,1,-1,0,1,3,1,ESFP
52460,0,0,1,0,0,1,-2,1,1,0,-3,0,0,-1,0,-1,0,2,0,0,0,0,0,0,1,-2,1,0,-2,-3,-1,0,-1,0,-2,2,0,0,2,-1,1,-2,1,1,1,-1,-3,0,1,0,0,0,-2,0,0,0,0,0,-1,1,ISFP
8358,0,0,0,-1,0,-2,-1,0,0,0,2,0,-2,0,-2,-3,2,-1,-1,-2,0,-1,0,0,-1,0,-2,0,-1,0,-3,-1,-2,0,1,2,-1,2,0,0,2,0,1,-1,-2,0,-1,0,-2,0,0,0,-2,0,0,0,0,-2,2,2,ESFP
16149,0,1,-1,1,-1,-2,-1,0,1,0,-3,3,-2,3,0,2,-1,-2,-2,-1,0,-1,0,1,-1,-1,0,0,2,3,-3,0,0,0,1,-1,-1,-1,1,2,1,-1,0,0,-2,-1,-3,0,2,0,0,0,1,0,-1,0,0,2,-1,2,ESFP
28353,0,0,2,-3,0,2,2,0,1,0,0,-2,2,-2,2,-2,-1,2,1,1,0,-1,0,0,0,0,-1,0,-1,-1,-1,0,-2,0,0,-1,0,0,1,1,0,-2,2,1,0,0,0,0,1,0,0,0,-1,0,1,-1,0,-2,-1,0,ISTP
2978,0,0,2,2,-3,2,1,-1,-1,0,0,-2,-1,2,0,2,-2,1,0,-2,0,-1,0,0,0,2,1,1,-2,-1,1,0,-2,0,1,0,0,-1,2,-1,0,2,-1,0,-2,0,-2,0,-1,0,0,-1,1,0,-2,1,0,-1,2,-2,ENFP
17607,0,0,-2,-1,2,0,-2,1,3,0,1,-1,-1,0,1,0,1,1,3,-3,0,0,0,1,0,0,1,0,0,1,1,0,2,0,2,-3,-1,2,-1,-1,0,1,2,3,0,1,1,0,-1,-1,0,0,2,0,2,0,0,0,2,-1,ESTP
18155,0,0,0,-1,1,0,-2,0,2,0,-2,2,-1,0,0,-2,2,-3,0,1,0,1,0,0,0,-2,-1,0,-2,2,0,0,1,0,1,1,1,0,-1,-1,0,1,-2,-1,1,0,-1,0,-2,0,0,0,0,0,-2,0,0,-3,0,0,ESTJ
45076,0,0,-1,0,1,-2,2,0,-2,0,0,0,0,0,-1,-3,0,1,-1,3,0,0,0,1,1,1,2,0,-1,-2,-1,0,0,1,2,-2,2,-1,-1,0,2,1,1,-2,2,0,0,0,-1,0,0,0,0,-1,2,0,-1,-2,-2,2,ESTP
28819,0,0,1,-2,1,0,2,0,-3,0,2,-2,-2,3,-1,0,-2,-1,-1,2,0,2,-1,0,1,1,-2,-1,2,1,-1,1,1,0,0,2,0,2,3,-1,0,-1,-1,1,1,0,-1,0,1,0,0,0,0,0,0,0,0,2,-1,-1,ISTP
43301,0,-1,1,-1,0,0,1,0,0,0,1,3,0,0,1,0,1,-1,0,0,0,1,0,0,2,-1,-1,1,1,-3,-2,0,-2,0,-1,3,-1,0,-1,0,3,2,-2,-2,0,0,2,0,0,0,0,0,0,0,2,0,0,1,2,2,INFJ
34303,0,0,-2,1,0,-1,2,1,-2,0,0,-2,-1,0,2,-1,-1,0,-3,1,0,0,0,0,-2,2,1,0,-1,-1,-1,-1,1,1,0,1,0,-2,0,1,1,2,1,-1,2,0,-2,0,-1,0,0,0,1,0,1,0,0,1,0,1,ESTP
12870,0,0,-3,0,0,2,1,0,-2,0,0,3,-2,0,-1,-1,-2,-1,-2,-3,0,-2,0,0,2,1,1,0,-1,0,0,0,1,0,1,2,-1,0,2,0,3,-3,-1,-2,0,0,-3,0,0,0,-1,0,0,1,-2,0,0,-2,0,0,ESFP
52861,0,0,1,1,-2,1,0,0,-1,1,0,1,-2,-1,2,-2,-1,0,2,0,-1,2,0,0,3,-1,0,0,-1,0,2,0,0,0,2,0,-2,-1,1,0,2,1,1,3,-3,0,-1,0,1,0,1,0,3,0,-1,0,0,2,1,-2,ENFP
19679,0,0,1,1,1,-1,1,0,-2,0,-2,1,-3,0,2,0,0,0,-2,1,0,0,1,0,0,0,-1,0,-2,0,-3,0,1,0,2,2,-1,-1,0,-1,-3,0,1,1,1,0,-2,0,-1,0,0,0,0,0,-1,0,0,0,1,0,ENFP
20037,0,0,0,-2,2,1,-1,0,2,0,-1,1,-2,-1,-1,-1,2,-3,2,0,0,1,0,0,0,1,0,0,-1,2,1,0,0,0,0,-3,-1,-2,-1,2,0,-3,3,-2,3,0,1,-1,-2,0,0,0,2,0,-1,0,-1,1,-3,0,ESFJ
32534,0,0,1,-1,2,-1,-2,0,-1,0,2,1,-1,1,0,2,-1,2,-1,0,0,-1,0,0,0,-1,3,0,0,0,1,0,-1,0,0,1,-1,0,2,-3,1,-1,2,0,2,0,-1,0,-3,0,1,0,0,0,0,0,-1,0,0,1,ENFP
35448,0,0,-3,-2,1,0,-2,0,-2,0,0,2,-2,1,0,2,0,-2,1,2,0,2,0,0,1,1,-1,0,0,-1,-2,0,2,0,0,-1,-1,2,0,1,0,1,1,-3,0,0,-1,0,-1,0,0,0,1,0,0,-1,0,3,-1,0,ESFJ
4835,0,0,1,-1,-1,-2,1,0,3,0,2,0,1,-3,-3,-2,1,2,-2,-1,0,2,0,0,0,-3,-2,0,3,1,-3,0,-2,0,-2,-2,3,3,1,0,1,-1,-2,-2,1,0,0,0,-3,0,0,-1,2,0,3,0,0,-1,1,2,ISTJ
39506,0,0,0,2,2,0,-2,0,-2,0,-1,-2,-1,2,2,2,0,3,1,1,0,-1,0,0,-3,-2,2,0,0,1,0,0,-3,-1,1,-1,0,1,0,-1,1,-2,1,2,0,0,0,0,0,0,0,0,-2,0,-3,0,0,1,1,0,ENFP
46452,0,0,0,2,-1,-1,2,0,1,0,0,0,1,-1,3,-2,0,2,-2,-2,0,2,0,0,1,0,3,0,0,0,3,0,-1,0,0,1,1,-1,0,-2,2,-1,1,1,-1,0,-3,0,-3,0,0,0,1,0,-1,0,0,1,0,2,ISFP
42279,0,0,1,0,-2,0,-1,0,2,0,0,0,-1,0,1,-1,1,0,-1,1,0,0,0,0,2,0,1,0,-2,-2,1,0,-2,0,1,2,0,-2,-2,3,-3,-1,0,1,1,0,0,0,-1,-1,0,0,0,0,0,1,0,2,0,-2,ENTP
39430,0,0,3,0,-1,2,-1,0,2,0,-1,1,1,-2,-2,0,1,2,-1,1,0,2,1,-1,-2,0,2,0,1,-1,1,0,0,0,0,-1,-2,-1,1,-3,-1,-1,-2,1,-1,0,1,0,0,0,0,0,0,1,-1,1,0,0,0,1,INFP
19863,0,1,1,1,-2,-2,-2,-1,1,0,-1,-1,-1,-2,0,0,0,1,-1,-2,0,0,0,0,1,1,2,0,-2,-1,1,1,1,0,0,1,0,-1,1,1,-1,-2,-2,-1,1,0,-1,0,-1,1,0,0,0,0,1,0,0,3,-3,-2,ENTP
30326,-1,0,1,0,1,-1,1,0,1,0,0,1,0,0,0,2,-1,1,-1,1,0,1,0,0,-2,-1,1,0,1,-1,2,0,-3,0,0,0,-3,-3,-2,0,0,2,-2,-1,-3,0,0,0,2,0,0,0,-1,0,-1,0,0,-1,1,2,INFP
22514,0,0,0,-1,3,2,-1,0,2,0,3,-1,-2,0,1,1,2,1,-2,0,0,2,0,0,-2,2,-2,0,1,1,0,0,-1,0,3,0,-1,-1,2,-2,1,0,2,2,-2,0,0,0,-1,0,0,0,2,0,2,0,0,1,1,1,ISTJ
59066,0,0,0,0,0,0,-2,1,-2,0,0,2,-3,2,-1,-1,-1,2,0,1,0,0,1,0,-1,1,0,0,2,2,2,0,-2,0,0,1,1,-2,0,-1,-2,3,-3,3,-1,0,3,1,2,0,0,0,0,0,-1,0,0,1,-1,3,ESFJ
6696,-1,0,0,1,-2,0,0,0,1,0,-1,1,0,-1,1,1,0,-3,2,-2,0,1,0,0,2,-1,2,0,0,-1,2,0,1,0,2,3,1,-1,2,2,-1,1,-2,2,2,-1,-1,0,-1,1,0,0,1,-1,0,0,0,0,1,0,ENTP
58208,0,-1,2,1,1,-2,-1,0,-1,0,-3,-1,1,2,-3,-1,-1,-2,-2,0,0,1,0,0,-1,2,2,0,-2,-2,3,-1,1,0,2,-1,-1,-2,2,-2,0,1,-1,-1,0,0,1,0,1,0,0,0,-1,0,1,0,0,-2,1,1,ENFJ
52213,0,1,-2,-1,1,-1,0,0,-2,0,-1,0,1,-2,0,-2,2,0,-2,0,0,-2,0,0,-1,3,0,0,1,-2,1,0,1,0,1,-1,0,0,-1,2,0,2,0,-2,2,0,0,-1,0,1,0,-1,0,0,-1,0,0,3,-1,0,ESTP
40539,0,1,-1,-2,-1,-2,-1,0,0,0,-2,0,-1,-2,-2,0,-2,1,2,2,0,3,0,0,0,0,0,0,1,2,-2,-1,-2,0,-1,-1,0,1,3,0,0,2,-2,2,-1,0,2,-1,2,0,0,0,-2,1,3,0,0,0,0,0,INTJ
12002,0,0,1,0,-1,-2,1,0,-2,0,0,0,-1,1,1,0,-2,-1,-2,2,0,1,0,0,-1,-2,-3,0,1,0,-1,0,2,0,-3,2,0,0,0,-3,1,-1,-1,2,-1,0,1,1,-1,0,0,0,-3,0,-1,0,0,-1,1,-1,ISTP
27158,0,0,-3,1,1,1,-1,0,2,0,-3,-2,1,-2,0,-2,0,-1,2,-2,0,-1,0,0,-3,2,3,0,2,-3,3,0,0,0,0,-3,1,-2,2,1,0,-2,1,0,-2,0,0,0,1,0,1,0,-3,0,3,0,0,0,0,-2,ENTJ
29951,0,-1,2,2,-2,0,-1,0,1,0,-2,1,0,0,0,0,-1,2,-2,1,0,1,0,0,1,-1,1,0,-1,-1,0,1,0,0,0,1,-1,-1,1,-1,0,0,1,-1,2,0,-2,0,-1,0,0,0,-2,0,1,0,0,1,0,-1,ISFP
35880,-1,0,2,-1,0,1,0,0,-1,1,-1,2,1,0,0,3,-2,1,-1,1,0,1,0,0,-2,-2,1,-1,0,-1,-2,0,1,0,2,-2,1,1,-2,-3,-1,1,0,2,0,0,1,0,2,0,0,0,0,0,2,0,0,1,-2,-2,INFJ
32852,0,0,-1,3,-3,-1,-3,0,-2,0,-2,-2,3,1,-2,2,0,-2,1,2,0,2,0,0,-1,2,-1,0,-3,3,0,0,2,0,0,1,-2,-2,1,1,-2,2,1,2,-3,0,-3,-1,-1,0,0,-1,-2,1,0,0,-1,0,0,-1,ENFJ
